3.574100000000000000e+04,6.550000000000000000e+02,9.637329450466483038e-01,8.486162823453467752e+01,1.046872914463751858e+00,2.985595512408404151e+00,1.402680235102070089e-03,1.340184035476704594e+02,3.306159723602425937e-01,3.447200000000000000e+04,1.365000000000000000e+03,8.819300534704632710e-01,3.019408108880048758e+01,2.324936214457134220e-01,3.108375231997730470e+00,1.228711507370013577e-03,4.449769781718982244e+02,3.162925797006529427e-01,4.510474507824331347e-01,5.817051509769094464e-01,6.976487636566162109e-01,1.036812485495474556e+00,4.798534798534798695e-01
4.880500000000000000e+04,8.170000000000000000e+02,9.413455232804844863e-01,9.622572933145025331e+01,9.188192132511537880e-01,3.112757639211137572e+00,1.117807275032431900e-03,1.948916444018175298e+02,3.101829208735307764e-01,5.954400000000000000e+04,2.438000000000000000e+03,8.243551937533746266e-01,7.575033067816424648e+01,1.258868792420195781e-01,3.352254733825130284e+00,7.225718550129336948e-04,9.830327318430747709e+02,3.141771500027999986e-01,5.554227836576761668e-01,6.888701517706576904e-01,5.284898281097412109e-01,8.196459760849119647e-01,3.351107465135356733e-01
4.633400000000000000e+04,7.510000000000000000e+02,9.706504661150099356e-01,9.949747215598929984e+01,1.032356708668456191e+00,3.092867055730191161e+00,1.130713808081778345e-03,2.128374890425644423e+02,3.070813666215447268e-01,5.345600000000000000e+04,1.469000000000000000e+03,8.702787184162542600e-01,5.851277915029518795e+01,3.112882519939813020e-01,3.303681052012324759e+00,8.154481563723862611e-04,1.015233650611305279e+03,2.998366095323558578e-01,5.047001797287729019e-01,6.196369636963696692e-01,6.210741996765136719e-01,8.667689314576474402e-01,5.112321307011572502e-01
4.497800000000000000e+04,7.410000000000000000e+02,9.499049630411826595e-01,1.029313332561684717e+02,1.029374932828939437e+00,3.124123387098630911e+00,1.020690297651537411e-03,2.563781880425484019e+02,3.093906746832231769e-01,5.023800000000000000e+04,1.174000000000000000e+03,9.554765210445235191e-01,5.076655803996889205e+01,4.580427482769605652e-01,3.296307675507430979e+00,8.066408739219827016e-04,5.374560307752170729e+02,3.029828926599929528e-01,5.116369013764077156e-01,6.247892074198988510e-01,6.800294518470764160e-01,8.952983797125682042e-01,6.311754684838160046e-01
4.386200000000000000e+04,7.140000000000000000e+02,9.665704400713986955e-01,9.671683059630866808e+01,1.081189628571079364e+00,3.062948562228257732e+00,1.239058487313004098e-03,1.929280716196743128e+02,3.022562763475711289e-01,5.095000000000000000e+04,1.538000000000000000e+03,9.259090991694985950e-01,6.463809651895140007e+01,2.706707843439116745e-01,3.300132928187221815e+00,8.694620186782462236e-04,6.421636210471768891e+02,3.005131221609391723e-01,5.711495390384916382e-01,6.432432432432432234e-01,6.085207462310791016e-01,8.608832188420019182e-01,4.642392717815344572e-01
5.304600000000000000e+04,8.050000000000000000e+02,9.669516396580324358e-01,1.019456807464078878e+02,1.028657375269930396e+00,3.136621821451654579e+00,9.587225038812940709e-04,1.942672643029811184e+02,2.968283319520695906e-01,6.097400000000000000e+04,1.620000000000000000e+03,9.576867500157064672e-01,5.984070387833494920e+01,2.919607841182503272e-01,3.329653493217107574e+00,7.232022454515816320e-04,5.618077189099392399e+02,2.959546276530964359e-01,5.835643564356435276e-01,6.674958540630182569e-01,8.393163084983825684e-01,8.699773674024994241e-01,4.969135802469135665e-01
4.318400000000000000e+04,7.250000000000000000e+02,9.700781741396351521e-01,1.060040134546584483e+02,1.032420734574052812e+00,3.139788547795649087e+00,1.056680207889408108e-03,2.574768045808093575e+02,2.765013112176238907e-01,5.315800000000000000e+04,1.255000000000000000e+03,9.312894183601961862e-01,7.066115785474339361e+01,4.241222387696099716e-01,3.376245624118797029e+00,7.106604154621327983e-04,9.237304914602925692e+02,2.812593876124814263e-01,4.955817209483807106e-01,6.133671742808798344e-01,5.023663043975830078e-01,8.123706685729334964e-01,5.776892430278884882e-01
3.147000000000000000e+04,6.590000000000000000e+02,9.099320514673991944e-01,9.954397084126613038e+01,9.106170503288957274e-01,3.033200353861595033e+00,1.628964917416723425e-03,2.953963435088887763e+02,3.218310138527760711e-01,4.015500000000000000e+04,1.198000000000000000e+03,9.434250405281582319e-01,7.446685950020670930e+01,3.515894688278408675e-01,3.322544589474204280e+00,9.461771092857083898e-04,8.379698592411259597e+02,3.260113865444534964e-01,5.307630034405991237e-01,6.765913757700204867e-01,5.994504094123840332e-01,7.837131116921927099e-01,5.500834724540901721e-01
4.550800000000000000e+04,9.110000000000000000e+02,9.770907139023080612e-01,9.561136168947061265e+01,6.890660604060593331e-01,2.985319105434548703e+00,1.728128972977446007e-03,2.963352063972331507e+02,3.364473835535198298e-01,6.328300000000000000e+04,2.005000000000000000e+03,8.482179956304368718e-01,7.942841604755287221e+01,1.978190761471611547e-01,3.347930768117048039e+00,7.722551996616529996e-04,1.076175400512315491e+03,3.374506800035003140e-01,4.777441840933904227e-01,7.370550161812298162e-01,6.339720487594604492e-01,7.191188786877992234e-01,4.543640897755610863e-01
4.810300000000000000e+04,7.940000000000000000e+02,9.821949974476773537e-01,1.032871174802755263e+02,9.588286926230723539e-01,3.143695386069777609e+00,1.062108465438608203e-03,2.255743592341200099e+02,3.100962688494442454e-01,5.914500000000000000e+04,2.171000000000000000e+03,9.112970324489230167e-01,7.002549049139503268e+01,1.576914887200279447e-01,3.377779224387783774e+00,6.698964519527754544e-04,7.949088110736391855e+02,3.127501458526788514e-01,4.727242351877511961e-01,6.222570532915360220e-01,7.031109929084777832e-01,8.133062811733874353e-01,3.657300783049285964e-01
