32464,6741,0.235743,47.402229,0.008978,13.74232,7.43841E-07,7.337881,0.338929,0.846289,21.522926,0.954106,52596,10518,0.279635,41.212345,0.005974,10.050337,3.466132,7.156497,0.279188,0.883525,66.057411,0.959192,0.077909,2.608746,0.271976,0.617233,0.640901
22541,1473,0.327807,71.609612,0.13055,36.832394,2.829736,17.566801,0.821737,0.619315,36.982346,0.860909,30161,5424,0.310432,50.882153,0.012883,13.829961,10.782483,12.456653,0.362824,0.848273,439.332458,0.943718,0.210874,1.126147,0.752116,0.747356,0.271571
21367,1479,0.326862,67.944267,0.122749,33.266376,1.556895,12.566571,0.693289,0.644822,25.344955,0.903521,35970,7491,0.291196,64.969597,0.008055,25.165966,19.532158,22.444263,0.610935,0.735712,551.93811,0.904134,0.19504,1.117069,0.845338,0.594023,0.197437
19577,1359,0.328683,63.776745,0.133204,30.178621,1.116413,13.102464,0.664739,0.661444,22.226027,0.906833,30789,6309,0.288376,58.479912,0.00972,19.252506,15.888523,18.400652,0.504783,0.785336,457.169739,0.924631,0.184776,1.043779,0.892008,0.635844,0.215407
29538,2085,0.308449,77.113121,0.085384,41.313549,2.250605,24.390388,0.859875,0.598265,39.283398,0.867448,45438,7065,0.310834,65.32695,0.011439,23.957829,18.386911,21.161572,0.577579,0.760453,486.435272,0.912645,0.224165,1.43595,0.79205,0.650073,0.295117
23936,2466,0.314344,65.933014,0.049462,31.458681,1.762736,16.202549,0.740351,0.656121,33.799522,0.886894,58685,10746,0.293758,84.621223,0.006386,50.400013,39.270821,46.44508,1.161085,0.514884,783.132629,0.822216,0.187313,1.724476,0.825382,0.407873,0.229481
17890,2544,0.318571,66.413712,0.034736,33.078098,1.875481,13.338818,0.768644,0.632063,38.821255,0.876629,28628,4464,0.323799,63.669994,0.018053,22.913574,13.147015,17.747023,0.616528,0.759717,406.423431,0.904257,0.201323,2.130653,0.675322,0.624913,0.569892
18005,1371,0.326604,64.640854,0.120373,29.198919,3.621271,11.762314,0.688812,0.68387,45.155586,0.897831,33407,8760,0.291777,66.461884,0.005471,26.748613,21.403444,24.955883,0.65844,0.71032,640.693298,0.894645,0.171079,1.05624,0.836838,0.538959,0.156507
33290,2121,0.314068,73.398132,0.092991,38.015244,1.743998,21.050528,0.796277,0.617165,33.254848,0.882536,68133,9597,0.29402,78.997406,0.009296,41.815781,30.679159,37.521919,0.946832,0.593391,436.889526,0.856678,0.2126,1.335642,0.624049,0.488603,0.221007
21016,1449,0.326818,67.046669,0.125783,32.44326,1.219298,12.004309,0.685154,0.649881,23.801483,0.906828,44346,7854,0.289429,73.892166,0.009034,37.909645,27.401251,33.167171,0.91646,0.60764,458.83902,0.857391,0.191848,1.094411,0.742501,0.47391,0.184492
19034,1527,0.31403,64.090965,0.10258,25.933615,1.617395,12.660561,0.587892,0.733463,29.888159,0.909284,34749,5937,0.294186,64.924797,0.012388,23.315453,16.284243,21.377838,0.549291,0.768927,320.855133,0.916694,0.141782,1.040191,0.767992,0.547757,0.257201
34636,2106,0.305311,80.81501,0.098134,44.98558,2.014226,27.332764,0.888569,0.578151,41.364784,0.862683,57108,11676,0.269723,76.734238,0.005264,32.502476,24.583395,28.540525,0.691322,0.697326,660.182922,0.893163,0.237461,1.378272,0.402272,0.6065,0.18037
34607,3039,0.277607,67.420364,0.047088,28.189899,1.810308,16.163424,0.621045,0.719999,32.847836,0.908073,88628,11118,0.28274,76.125999,0.00901,41.439003,28.042158,37.22263,0.977911,0.577681,361.949371,0.8471,0.149714,1.564882,0.64013,0.390475,0.273341
18072,4524,0.244669,59.775566,0.011096,24.071888,3.55002E-07,9.214173,0.519259,0.730696,20.538353,0.925729,28648,3816,0.301593,51.36113,0.024722,15.227827,4.525531,11.105119,0.432089,0.82754,142.170563,0.928997,0.140844,3.154812,0.357322,0.630829,1185535
21938,2688,0.270409,64.328682,0.038155,28.309557,5.76691E-07,12.277591,0.601813,0.695521,20.516304,0.91532,33602,3558,0.294437,54.245407,0.033355,16.548977,6.515253,13.881549,0.43491,0.823914,137.921112,0.93112,0.163392,1.833561,0.855931,0.652878,0.755481
25267,1989,0.296551,71.179451,0.080259,35.591049,1.392514,17.031334,0.758325,0.633975,30.773296,0.89027,34890,6420,0.272525,53.216068,0.010638,15.269987,8.965299,12.878383,0.389228,0.838201,310.662598,0.93732,0.201607,1.40268,0.377968,0.72419,0.309813
16930,2442,0.264288,60.152203,0.035676,23.993061,3.2374E-07,8.848666,0.494448,0.737935,17.581566,0.932897,26554,4035,0.293664,52.226063,0.020495,15.094804,4.174472,10.712305,0.400979,0.836937,131.927216,0.935305,0.138222,1.744286,0.318158,0.637569,0.605204
21097,3738,0.255619,63.088623,0.018974,26.227152,4.11574E-07,11.1993,0.554291,0.720008,23.798828,0.923023,30205,5589,0.273121,47.049229,0.012151,12.260147,2.596804,8.643084,0.324731,0.861749,113.032578,0.945385,0.148045,2.475497,0.485311,0.698461,0.668814
22022,2676,0.277404,71.55394,0.038645,32.675575,1.758178,15.527325,0.691649,0.678529,38.759514,0.89049,36430,4329,0.295078,65.36171,0.024428,22.843122,14.179877,20.663883,0.562365,0.774311,299.928741,0.910138,0.173511,1.87395,0.534479,0.604502,0.618157
16941,2988,0.286446,56.905502,0.023844,22.795021,1.811981,10.360986,0.584034,0.734505,34.300812,0.908312,25729,3528,0.292358,48.311508,0.025976,13.353241,5.321576,9.892643,0.369243,0.849273,136.545029,0.942713,0.139881,2.143472,0.795507,0.65844,0.846939
20231,2577,0.259761,61.777557,0.038282,25.399855,7.3303E-07,11.714103,0.554889,0.725746,26.030565,0.920188,30711,5958,0.271661,52.144043,0.010872,14.82514,5.536818,11.623496,0.38715,0.840833,205.603424,0.936707,0.145538,1.727212,0.395924,0.658754,0.432528
19148,2226,0.302038,60.91275,0.04856,23.973392,7.11186E-07,10.995621,0.526385,0.744948,18.16856,0.921421,35029,3693,0.298101,63.623276,0.032276,22.44253,8.543277,18.379993,0.530114,0.780274,137.032288,0.916472,0.134818,1.476127,0.527849,0.546633,0.602762
19646,2451,0.263655,65.411583,0.041096,27.533348,1.077832,10.838989,0.583631,0.716484,27.723974,0.91535,27891,3768,0.285815,48.10677,0.024686,12.426254,5.309095,9.829802,0.328958,0.867044,154.504379,0.947836,0.15117,1.697368,0.542992,0.704385,0.650478
19220,2121,0.272415,63.3605,0.053689,26.716131,7.91391E-07,11.858271,0.576383,0.715359,22.534277,0.9187,27502,3963,0.273578,49.608471,0.022005,13.041368,6.039881,10.711968,0.343901,0.862831,189.619629,0.944209,0.152087,1.489466,0.369605,0.698858,0.535201
15494,2745,0.268825,54.051041,0.02584,20.101364,6.24361E-07,8.359098,0.479559,0.764463,18.74383,0.931492,28789,4728,0.290086,58.41518,0.016184,19.924076,7.549222,15.11316,0.51679,0.787754,168.50975,0.917918,0.12291,1.927669,0.246052,0.538192,0.580584
25663,2733,0.285859,72.793785,0.043176,35.809589,1.3665,19.908234,0.753607,0.641739,40.326683,0.887127,32182,4146,0.293489,43.525463,0.023527,9.937688,4.354629,8.42182,0.270661,0.891055,186.219391,0.956116,0.195923,1.882231,0.639605,0.797433,0.65919
23742,3192,0.225863,63.528957,0.029282,25.544252,6.67475E-07,12.722647,0.549904,0.735395,24.66375,0.922925,42404,7668,0.265495,62.42981,0.009063,21.838213,9.699114,18.020819,0.53288,0.778829,238.734039,0.913208,0.140066,1.934545,0.300996,0.5599,0.416275
25881,2961,0.221962,67.981628,0.037095,31.143696,1.201862,16.530659,0.68269,0.676315,36.994461,0.898524,42472,9132,0.277024,62.603905,0.0064,22.051329,13.495076,19.223837,0.545812,0.769757,448.731354,0.90867,0.174682,1.922727,0.744843,0.609366,0.324244
19265,2079,0.307698,60.087273,0.056011,24.179758,6.94929E-07,9.929379,0.529454,0.735836,18.692043,0.925177,23414,3525,0.308168,33.143536,0.023679,5.804081,1.724116,3.752735,0.170677,0.931135,87.939255,0.972578,0.140113,1.395302,0.719866,0.822798,0.589787
17293,2349,0.240481,55.035995,0.039383,20.316378,3.28152E-07,8.297976,0.451788,0.768651,13.345039,0.941034,27084,5157,0.266336,47.850464,0.012798,12.950938,3.725932,9.598332,0.342647,0.856008,113.448593,0.945239,0.121133,1.547431,0.262526,0.638495,0.455497
22239,3051,0.255172,64.14975,0.030022,26.484911,1.040689,11.961166,0.580063,0.72422,28.727034,0.914594,32712,5178,0.278007,49.548904,0.015332,13.393159,5.146665,10.425785,0.351288,0.855048,159.809998,0.944162,0.146376,1.955769,0.314287,0.679842,0.589224
