Luas I;Keliling I;Solidity I;Granularity I;Circularity I;Entropi I;Energi I;Kontras I;Homogenitas I;Luas P;Keliling P;Solidity P;Granularity P;Circularity P;Entropi P;Energi P;Kontras P;Homogenitas P;Luas Normal I P;Keliling Normal I;Eccentricity;LI per LP ;KI per KP;Jenis
28430;3585;0.268621;94.312683;0.027798;0.948545;0.550924;95.595978;0.862625;74098;6687;0.309884;111.385666;0.020823;1.690693;0.336958;657.984192;0.704564;0.253556;2.675373;0.281891;0.383681;0.536115;0
26678;2751;0.271209;94.766846;0.044298;0.903391;0.558936;83.282555;0.870066;69660;5391;0.30779;112.002846;0.03012;1.658948;0.346966;616.002014;0.710104;0.248802;2.1;0.324431;0.382974;0.510295;0
16441;2757;0.268446;93.288719;0.027181;0.90404;0.564735;79.134598;0.865383;40754;5040;0.307165;108.779884;0.020161;1.640245;0.36639;349.640625;0.71598;0.2426;2.645873;0.17839;0.403421;0.547024;0
21053;2484;0.254328;93.719696;0.042877;0.959895;0.528206;67.368889;0.860616;52638;4737;0.31502;108.980812;0.029478;1.71935;0.334543;534.970032;0.707863;0.268547;2.217857;0.137569;0.399958;0.524383;0
19462;2712;0.288518;101.349991;0.033252;1.019739;0.504781;80.231018;0.846213;45497;4839;0.305827;111.805794;0.024416;1.669471;0.359994;619.959351;0.709456;0.283785;2.587786;0.27854;0.427764;0.560446;0
17446;3120;0.286809;100.75502;0.022521;1.055206;0.499135;114.720757;0.833507;40043;4122;0.310194;110.21347;0.029616;1.658831;0.376429;641.783081;0.709507;0.286033;3.157895;0.205856;0.435682;0.756914;0
17068;3243;0.250985;100.285522;0.020394;1.131272;0.451513;102.281837;0.827501;32712;4746;0.300427;103.541183;0.01825;1.457831;0.429065;458.127197;0.74991;0.320243;3.50974;0.655635;0.521766;0.683312;0
24154;3198;0.243552;98.975166;0.029679;0.995773;0.510605;76.90078;0.851867;58783;5100;0.312874;112.266228;0.0284;1.733706;0.342152;575.457214;0.699057;0.280397;2.72402;0.319526;0.410901;0.627059;0
18381;2895;0.248238;97.042717;0.02756;0.976738;0.530702;77.143448;0.853408;41983;5679;0.307635;108.639648;0.016358;1.580865;0.395054;538.930664;0.728975;0.265802;2.751901;0.273463;0.43782;0.509773;0
17177;3000;0.236393;95.404114;0.023984;0.981924;0.499301;59.506958;0.855695;33660;5829;0.293863;102.624527;0.012449;1.446627;0.440937;312.542938;0.752113;0.286642;3.061224;0.24648;0.510309;0.514668;0
15038;2301;0.302332;94.950813;0.035692;0.913173;0.542606;48.328941;0.864244;34968;4617;0.3061;109.524055;0.020614;1.609773;0.391148;462.46814;0.725212;0.257853;2.381988;0.579827;0.43005;0.498376;0
26394;3546;0.279639;104.000237;0.026378;1.120043;0.490141;161.544373;0.826348;61739;4650;0.310857;114.558708;0.035881;1.632776;0.351865;706.781677;0.712918;0.294346;2.959933;0.325361;0.427509;0.762581;0
28276;3087;0.293825;99.973587;0.037287;0.990593;0.529464;110.163651;0.858704;73720;3972;0.319932;115.228149;0.058719;1.673436;0.313353;469.678497;0.711341;0.26862;2.374615;0.245435;0.383559;0.77719;0
14022;1962;0.2638;97.482498;0.045774;0.999552;0.464516;40.748913;0.855781;29914;2517;0.316289;103.810287;0.059336;1.55477;0.397879;358.854675;0.727449;0.312433;2.313679;0.483087;0.468744;0.779499;0
12610;1845;0.281819;87.137337;0.046551;0.783769;0.569435;25.406368;0.893207;30285;3822;0.313841;101.387848;0.026053;1.511052;0.412964;384.470001;0.744239;0.240479;2.014192;0.171508;0.416378;0.482732;0
20377;3090;0.312895;97.256523;0.026818;0.934214;0.522951;46.070217;0.870233;50658;3522;0.324027;111.184471;0.051319;1.776958;0.34256;439.712433;0.693831;0.27165;2.819343;0.444404;0.402246;0.877342;0
16772;1296;0.325569;98.870926;0.125483;1.719178;0.19638;150.534775;0.725607;22035;1542;0.325764;85.415474;0.116454;0.807479;0.665695;640.139221;0.862812;0.550841;1.856734;0.736535;0.761153;0.840467;1
20391;1560;0.307501;102.934944;0.105293;1.664629;0.234612;141.776596;0.726515;28565;1884;0.329242;91.621819;0.101131;0.943696;0.616051;656.902893;0.844654;0.509775;1.95;0.442412;0.713846;0.828025;1
28181;1665;0.329602;103.180939;0.127743;1.24337;0.382177;97.166931;0.823103;50240;2682;0.322697;107.923317;0.087769;1.14713;0.484728;486.114899;0.816171;0.378665;1.521938;0.887411;0.560928;0.620805;1
22640;1515;0.326724;102.554832;0.123954;1.296157;0.367004;98.6474;0.803238;36632;2415;0.322871;101.159729;0.078929;1.001882;0.562945;552.839722;0.839745;0.390473;1.571577;0.554895;0.618039;0.627329;1
22947;1560;0.326434;101.710777;0.118491;1.552871;0.289834;113.717384;0.761273;32779;2373;0.311727;91.956215;0.073149;0.850867;0.630748;513.665833;0.869107;0.457112;1.72949;0.762949;0.700052;0.657396;1
16466;1293;0.324389;99.884575;0.123766;1.874529;0.159516;177.717499;0.699147;19879;1479;0.326131;75.909882;0.114201;0.625064;0.748325;725.90033;0.886025;0.594012;1.941441;0.736589;0.828311;0.874239;1
18882;1377;0.324249;98.890793;0.125138;1.723773;0.18575;122.816559;0.726769;23439;2040;0.318768;79.256973;0.070776;0.66317;0.72729;673.603699;0.892402;0.564434;1.881148;0.54503;0.80558;0.675;1
21549;1539;0.321014;104.769058;0.11433;1.390348;0.321854;123.273605;0.785753;27035;2067;0.323323;73.659813;0.079516;0.559043;0.77807;589.791016;0.906484;0.428401;1.71;0.840939;0.797078;0.744557;1
21952;1479;0.329076;108.467079;0.126109;1.715929;0.253212;135.359985;0.707125;30141;2439;0.319114;92.529533;0.063671;0.79865;0.649739;754.38031;0.874788;0.49136;1.748227;0.682863;0.72831;0.606396;1
27384;1779;0.319083;104.725868;0.108731;1.324323;0.386754;97.365715;0.800219;48361;5814;0.309834;109.8172;0.017979;1.0475;0.491149;1096.208008;0.847241;0.374252;1.644177;0.464501;0.566241;0.305986;1
23329;1521;0.328088;104.57917;0.126721;1.57028;0.2338;121.852303;0.765514;36068;3369;0.311888;106.883888;0.039933;1.234552;0.502157;891.758911;0.798801;0.51214;1.78103;0.719126;0.646806;0.451469;1
23712;1551;0.328539;105.946999;0.123867;1.372433;0.317533;101.462685;0.798659;32207;2229;0.308771;85.418976;0.081459;0.722689;0.699895;528.401855;0.88101;0.432196;1.65;0.624889;0.736237;0.695828;1
23310;1536;0.327668;107.691025;0.124157;1.419602;0.285521;112.898643;0.788746;29896;2526;0.302714;80.095863;0.058878;0.632509;0.7383;698.675232;0.891978;0.461356;1.706667;0.724341;0.779703;0.608076;1
13442;1149;0.328784;104.491196;0.127948;1.720043;0.224435;134.534409;0.704498;16233;1287;0.326593;72.183533;0.123155;0.564668;0.774868;700.487305;0.89711;0.518896;1.784161;0.724503;0.828066;0.892774;1
16600;1299;0.321612;100.309433;0.123623;1.634949;0.203611;119.820061;0.747625;20419;1485;0.328665;75.546928;0.116357;0.629809;0.746669;605.97113;0.889473;0.543817;1.855714;0.762929;0.812968;0.874747;1
26759;1737;0.326991;105.170151;0.11145;1.579091;0.271314;115.369339;0.754677;35703;2688;0.318814;85.29985;0.062095;0.733639;0.692784;574.246216;0.881372;0.47445;1.828421;0.770375;0.749489;0.646205;1
32663;1974;0.327458;110.858887;0.105335;1.651906;0.249238;123.639503;0.739427;46289;3882;0.3235;97.768959;0.038599;0.904855;0.612103;839.264526;0.852578;0.496474;1.923977;0.799383;0.705632;0.508501;1
25470;1620;0.326363;97.217743;0.121958;1.000095;0.518909;67.738327;0.860502;42976;3933;0.311217;95.840645;0.034913;0.772397;0.643813;580.319946;0.887635;0.277059;1.334432;0.469638;0.592656;0.411899;1
33094;1959;0.328362;112.440361;0.108365;1.669176;0.25039;123.698883;0.736428;46016;3468;0.32386;96.403786;0.04808;0.84547;0.635481;737.636536;0.863693;0.495345;1.894584;0.81619;0.719185;0.564879;1
15287;1260;0.324276;103.91124;0.121002;1.802294;0.24829;128.149963;0.651749;21312;1515;0.326666;92.309631;0.116683;0.908687;0.629902;644.179749;0.842068;0.494533;1.789773;0.668245;0.717295;0.831683;1
37136;2718;0.295645;99.993774;0.063169;1.372674;0.369138;96.218811;0.789312;68588;3675;0.322983;107.490982;0.063818;1.336185;0.439492;436.671356;0.783031;0.388655;2.195477;0.271982;0.541436;0.739592;2
28151;2454;0.270618;109.435493;0.058743;1.59164;0.274246;152.976608;0.742774;42016;3183;0.324423;101.853409;0.052114;1.023324;0.566196;607.746704;0.835643;0.470524;2.504082;0.798786;0.670007;0.770971;2
43173;3822;0.299775;100.383003;0.03714;1.081902;0.507408;105.885513;0.833849;105229;8679;0.307326;118.696899;0.017555;1.378899;0.3387;755.904907;0.797144;0.284182;2.443734;0.435263;0.410277;0.440373;2
41536;2589;0.309082;104.323547;0.07787;1.142581;0.44221;82.849915;0.834784;89109;4500;0.324485;117.250969;0.055298;1.331707;0.375082;521.594543;0.796766;0.332309;1.82839;0.380676;0.466126;0.575333;2
39071;2007;0.327154;102.995735;0.12189;1.203037;0.425892;71.42218;0.827019;77140;3171;0.325778;113.692055;0.096404;1.251395;0.433147;394.837128;0.804491;0.344806;1.488872;0.495288;0.506495;0.632923;2
22356;2535;0.257161;90.37307;0.043717;0.903377;0.567631;108.449005;0.869729;59574;9153;0.30344;116.322701;0.008936;1.438907;0.337369;1200.094727;0.772064;0.242784;2.088138;0.236712;0.375264;0.276958;3
21622;2544;0.275058;56.452534;0.041983;1.018449;0.544222;58.850178;0.833589;58025;8184;0.301902;104.427574;0.010887;1.675261;0.303772;947.164063;0.730237;0.258025;2.196891;0.295056;0.372632;0.31085;3
25722;3672;0.290093;96.524384;0.023972;1.1163;0.506386;202.773376;0.831265;68197;9714;0.304392;116.633331;0.009082;1.695106;0.266149;1295.165405;0.727311;0.282821;3.039735;0.198233;0.377172;0.378011;3
23662;2934;0.260937;98.890732;0.034541;1.245478;0.43201;185.211594;0.810919;48563;6996;0.292402;111.269836;0.012469;1.343368;0.397119;1177.844971;0.799274;0.337566;2.691743;0.232829;0.487243;0.419383;3
18474;2601;0.239248;96.118492;0.034315;1.092641;0.493104;181.79248;0.833263;46045;4632;0.315855;116.959991;0.026968;1.626106;0.302747;1039.962769;0.735515;0.292746;2.575248;0.464431;0.401216;0.561529;3
24726;3249;0.255899;96.074661;0.029435;1.273122;0.448398;217.531219;0.79962;54288;6231;0.30741;113.396049;0.017571;1.499206;0.355531;1101.301514;0.762434;0.324607;2.942935;0.555461;0.45546;0.521425;3
19580;2931;0.294977;92.994186;0.028641;1.108339;0.492044;165.597717;0.831591;50947;4605;0.320772;116.166924;0.03019;1.87036;0.270015;818.948303;0.686185;0.292413;2.786122;0.412421;0.384321;0.636482;3
18395;2241;0.266513;88.081558;0.046028;0.934608;0.565604;108.476715;0.858655;53887;5478;0.311808;117.233261;0.022566;1.843775;0.268908;899.283142;0.692926;0.243478;2.029891;0.27357;0.341362;0.409091;3
24046;3027;0.24658;95.650261;0.032978;1.083198;0.485769;108.425789;0.839623;58855;8277;0.304425;116.380714;0.010796;1.533505;0.305972;1279.478027;0.763298;0.298145;2.664613;0.945611;0.408563;0.365712;3
21589;2106;0.297222;86.940956;0.061168;0.860515;0.59305;86.351051;0.873233;74886;6081;0.32175;118.141487;0.025448;1.884704;0.187173;770.089417;0.69969;0.226276;1.701131;0.439801;0.288292;0.346325;3
18354;2562;0.287595;91.34642;0.035138;0.904564;0.579695;99.762161;0.864282;55160;8535;0.297081;119.406242;0.009515;1.676932;0.263586;1406.670288;0.733749;0.234119;2.2875;0.270409;0.332741;0.300176;3
21199;2718;0.22621;86.272659;0.03606;0.845197;0.620436;98.454521;0.86814;68809;9003;0.295926;119.5476;0.010668;1.52745;0.27038;1125.790649;0.771566;0.20833;2.130094;0.257596;0.308085;0.301899;3
22632;2508;0.256285;97.720642;0.045215;1.156288;0.44913;87.981453;0.830822;54589;6249;0.312073;116.721764;0.017567;1.620264;0.281216;745.65332;0.755498;0.32602;2.322222;0.395998;0.414589;0.401344;3
19013;2244;0.274881;94.499817;0.047448;1.09612;0.490216;100.895233;0.834064;44334;5316;0.306566;115.017975;0.019714;1.465721;0.352889;942.703857;0.776386;0.29538;2.182879;0.78523;0.428858;0.422122;3
17110;2058;0.271355;89.472809;0.050766;0.943522;0.555662;88.566444;0.858427;50803;4905;0.319178;117.436485;0.026535;1.711981;0.246499;749.135742;0.734668;0.250315;1.96;0.375916;0.336791;0.419572;3
18078;1911;0.28054;90.579918;0.062207;1.017088;0.513687;83.677132;0.849252;44128;4587;0.317422;114.629921;0.026355;1.560983;0.34296;837.87323;0.74867;0.279162;1.87721;0.598068;0.409672;0.416612;3
19622;2259;0.269774;97.702957;0.048319;1.226328;0.422119;113.791901;0.812713;41595;3603;0.317764;113.000107;0.040265;1.494379;0.36345;767.497559;0.767064;0.345063;2.362971;0.48367;0.471739;0.626978;3
18504;2448;0.270716;100.643311;0.038802;1.552525;0.289783;180.86261;0.750807;29604;2421;0.320639;101.751152;0.06347;1.233875;0.507885;701.993225;0.793471;0.453885;3.029703;0.827429;0.625051;1.011152;3
17218;2319;0.271312;101.165512;0.040234;1.457955;0.324654;170.133743;0.761818;27506;3069;0.315747;99.655128;0.036698;1.1592;0.533569;912.541809;0.801123;0.422341;2.870049;0.63491;0.625973;0.755621;3
15628;2181;0.276489;98.462372;0.041286;1.536296;0.303587;177.282928;0.743329;27078;3306;0.309863;106.491409;0.031133;1.380179;0.438444;1029.209717;0.777988;0.440722;2.892573;0.64702;0.577147;0.65971;3
19914;2418;0.295969;91.666885;0.042801;0.984692;0.534065;107.180779;0.853893;52772;4194;0.321767;115.236465;0.037701;1.750443;0.305841;674.144409;0.702728;0.264339;2.190217;0.474038;0.377359;0.576538;4
21463;2601;0.261805;100.035332;0.039868;1.099831;0.474486;105.778854;0.832565;47025;7926;0.301523;116.953239;0.009407;1.382521;0.382968;1432.541138;0.78025;0.306068;2.453773;0.662305;0.456417;0.32816;4
23286;2829;0.226906;92.063911;0.036563;0.842562;0.607961;82.846695;0.875485;68397;17520;0.272435;120.891891;0.0028;1.434083;0.314398;2022.525635;0.788801;0.216549;2.152968;0.550082;0.340454;0.161473;4
23125;2610;0.262572;97.701714;0.042659;1.116651;0.460719;98.264488;0.834148;52765;7239;0.307531;117.535133;0.012653;1.463977;0.337089;1148.487305;0.773043;0.316287;2.4122;0.601562;0.438264;0.360547;4
24007;2721;0.286976;78.693367;0.040747;0.881561;0.55867;44.489143;0.882894;57720;5370;0.316224;94.018257;0.025153;1.481223;0.397576;261.134369;0.758083;0.248417;2.187299;0.469171;0.415922;0.506704;0
21342;3285;0.227183;79.878738;0.024853;0.986414;0.494695;55.200199;0.87119;46124;6288;0.307992;90.403732;0.014659;1.501103;0.382517;316.818146;0.759535;0.291033;3.024862;0.188691;0.462709;0.522424;0
24799;3093;0.305775;83.092796;0.032575;0.894265;0.54361;53.237507;0.877909;69111;5010;0.31455;99.89682;0.0346;1.845091;0.274418;381.20224;0.680811;0.25835;2.490338;0.495207;0.358829;0.617365;0
23958;2283;0.260529;86.039352;0.057763;0.874844;0.543722;43.631138;0.887147;61315;5919;0.310071;103.504967;0.021993;1.65103;0.34182;488.796539;0.724257;0.259241;1.877467;0.369308;0.390736;0.385707;0
24849;1953;0.32086;89.903603;0.081868;1.43608;0.287523;79.308945;0.787061;38664;2199;0.326056;92.232315;0.100477;1.147041;0.539275;518.145691;0.807122;0.458638;2.091007;0.618232;0.642691;0.888131;1
24730;1584;0.329892;80.681862;0.123858;0.949499;0.475946;30.340292;0.887658;41109;4248;0.28692;85.968117;0.028627;0.866522;0.621556;397.771332;0.871749;0.307874;1.389474;0.637192;0.601571;0.372881;1
30860;2346;0.306644;89.521133;0.070461;1.460654;0.292329;70.603752;0.793347;46700;3015;0.296141;89.107925;0.064558;1.053542;0.572867;440.017883;0.831214;0.4548;2.25144;0.697376;0.660814;0.778109;1
15786;1338;0.315941;80.663223;0.110808;1.057041;0.420157;33.42762;0.867053;25956;1854;0.324982;87.480888;0.094892;0.982955;0.587668;348.205688;0.847079;0.348323;1.570423;0.613837;0.608183;0.721683;1
27954;1965;0.324488;98.208801;0.090976;1.46144;0.305114;63.901096;0.796338;50740;5514;0.312828;104.404579;0.020971;1.362839;0.393991;733.296936;0.799837;0.443714;1.957171;0.56689;0.550926;0.356366;1
24660;2079;0.308756;87.688522;0.071696;1.403844;0.267559;62.956425;0.808025;35392;3180;0.3187;84.266174;0.043981;0.918218;0.606515;488.590729;0.855624;0.478575;2.289648;0.805841;0.696768;0.653774;1
15077;1242;0.324551;83.012611;0.122824;1.291479;0.298275;55.124306;0.837798;21289;1839;0.32561;82.702637;0.079105;0.879868;0.64502;531.16626;0.848758;0.449845;1.692098;0.783819;0.708206;0.675367;1
20449;1431;0.328213;87.814911;0.125488;1.270846;0.345555;48.335419;0.825781;32990;2070;0.323032;93.123611;0.09675;1.060072;0.548845;391.690216;0.832677;0.407944;1.597098;0.60036;0.619855;0.691304;1
23765;1524;0.324991;93.732094;0.128581;1.375482;0.275671;60.771042;0.817145;33107;2424;0.323418;84.350388;0.070805;0.849755;0.648229;497.744751;0.864599;0.471715;1.697105;0.71285;0.717824;0.628713;1
17653;1362;0.323102;88.543251;0.119584;1.356585;0.275562;56.641068;0.827339;25694;1722;0.328526;87.325851;0.108887;0.962816;0.601015;451.559265;0.843999;0.471854;1.75969;0.575656;0.687048;0.790941;1
15341;1404;0.32761;83.75721;0.097798;1.224596;0.330198;58.383991;0.841732;22008;1806;0.316289;83.263878;0.084792;0.845577;0.6503;259.695587;0.866405;0.422512;1.781726;0.475994;0.697065;0.777409;1
13830;1329;0.31954;84.388481;0.098397;1.515519;0.207012;63.528458;0.794269;16325;1362;0.327063;58.789856;0.110588;0.513824;0.793603;346.292236;0.910155;0.540699;2.070093;0.719424;0.847167;0.975771;1
22557;1545;0.329304;93.647209;0.11875;1.297221;0.328685;60.694836;0.817409;36061;2757;0.303835;96.169502;0.059618;1.098139;0.542673;529.45697;0.823104;0.422756;1.672078;0.745575;0.625523;0.560392;1
14370;1230;0.328015;86.898781;0.119359;1.231589;0.328961;51.46991;0.832386;20225;1692;0.322614;82.535194;0.088776;0.819167;0.670043;419.253418;0.867783;0.42302;1.648794;0.527627;0.710507;0.72695;1
29224;1731;0.325993;87.200165;0.122562;1.279174;0.325613;42.200157;0.833507;45217;3147;0.317888;90.897087;0.057374;0.98174;0.575615;370.623779;0.850128;0.426877;1.614739;0.649143;0.646306;0.550048;1
24195;1890;0.320803;91.902008;0.085116;1.402632;0.293847;80.437561;0.799487;36756;2007;0.32645;90.993454;0.114668;1.0524;0.569665;440.159821;0.82157;0.452886;2.036638;0.632511;0.65826;0.941704;1
23261;1626;0.324802;91.992668;0.11056;1.168937;0.388051;40.704861;0.847551;42374;3777;0.31329;99.66967;0.037326;1.200431;0.466345;595.385071;0.82316;0.373707;1.626;0.729419;0.548945;0.4305;1
20592;1386;0.329667;88.023827;0.134704;1.290866;0.309609;61.254311;0.823997;35826;1944;0.327456;100.779343;0.119128;1.381119;0.442642;448.503479;0.777364;0.440169;1.600462;0.769466;0.574778;0.712963;1
28328;1683;0.328681;90.759346;0.125678;1.208869;0.341431;52.829281;0.847181;47252;4617;0.308607;98.541039;0.027855;1.115863;0.50758;728.551147;0.826665;0.412945;1.602857;0.618297;0.599509;0.364522;1
18768;1524;0.319706;94.256355;0.101545;1.389128;0.345375;56.330021;0.774638;28719;2121;0.32362;93.026665;0.080223;0.942121;0.599838;496.511169;0.857299;0.407743;1.772093;0.395728;0.653505;0.718529;1
51167;3078;0.291321;93.552513;0.067868;1.241336;0.402616;85.578148;0.826796;101982;6375;0.308232;105.3592;0.031534;1.350714;0.398426;479.469391;0.791867;0.362498;2.046543;0.310621;0.501726;0.482824;2
39089;2307;0.318014;97.572372;0.092293;1.549997;0.286922;103.265404;0.766456;65064;4059;0.325026;102.067032;0.049626;1.237294;0.465974;476.121674;0.805899;0.46051;1.978559;0.459415;0.600778;0.568367;2
45661;3192;0.299089;93.654228;0.056316;1.314408;0.385914;95.034782;0.810592;83832;4725;0.323426;102.730682;0.047186;1.235906;0.453388;368.326111;0.808268;0.375326;2.286533;0.556484;0.544673;0.675556;2
38191;2571;0.306062;107.246582;0.072605;1.437172;0.37788;117.708862;0.764007;64737;4230;0.318693;106.100731;0.045465;1.089227;0.525628;542.507568;0.831644;0.3813;2.030806;0.48663;0.589941;0.607801;2
19695;2382;0.281905;85.480309;0.04362;0.933835;0.567198;94.097038;0.87499;53932;13131;0.255422;108.98719;0.003931;1.416767;0.312439;1524.160522;0.796632;0.242836;2.089474;0.267666;0.365182;0.181403;3
22457;3267;0.292901;78.444847;0.02644;0.861057;0.575482;105.260674;0.883345;64428;13290;0.273845;108.844231;0.004584;1.648417;0.289696;1362.329224;0.731294;0.236851;2.651786;0.553397;0.34856;0.245824;3
24698;2694;0.289832;78.903122;0.042764;0.83627;0.582933;72.011147;0.886056;71972;16338;0.259929;109.681908;0.003388;1.406477;0.287818;1480.234253;0.797546;0.23311;2.069124;0.208999;0.343161;0.164892;3
23494;2556;0.252575;80.919296;0.04519;0.903327;0.551588;87.901695;0.877415;71823;10017;0.288491;109.271286;0.008995;1.655853;0.217154;1024.140869;0.753617;0.253688;2.098522;0.337458;0.32711;0.255166;3
23134;2802;0.281138;77.052399;0.037027;0.821873;0.588191;77.964035;0.890484;79170;12186;0.290057;108.502396;0.0067;1.834899;0.183885;1127.678711;0.714616;0.229559;2.206299;0.156592;0.292207;0.229936;3
21587;3306;0.248281;83.837029;0.02482;0.973715;0.52804;108.087219;0.860627;57088;11187;0.281478;108.487762;0.005732;1.552851;0.292654;1369.196045;0.763821;0.268122;2.910211;0.146533;0.378136;0.295522;3
18811;2622;0.244353;85.44175;0.034384;1.049853;0.480055;121.747749;0.846718;47639;7809;0.295832;109.009964;0.009817;1.608727;0.270699;1308.095703;0.750078;0.301019;2.622;0.678347;0.394866;0.335766;3
17079;2523;0.224284;85.914932;0.033716;1.082111;0.467681;130.164368;0.846223;45142;7476;0.286643;110.09668;0.01015;1.872827;0.225342;1163.491943;0.702766;0.310499;2.639121;0.270774;0.378339;0.33748;3
19477;2301;0.239516;79.733376;0.046227;0.878977;0.553619;80.227249;0.885819;62142;10368;0.284603;110.395485;0.007264;1.902674;0.185998;1286.379028;0.698675;0.252283;2.069245;0.341927;0.313427;0.221933;3
19815;2574;0.235321;87.87146;0.037583;1.150579;0.439286;127.678925;0.838215;48855;5316;0.30756;111.708435;0.021724;1.806177;0.252199;862.375061;0.715278;0.331632;2.631902;0.554182;0.405588;0.484199;3
22347;3435;0.293557;88.4925;0.0238;1.14087;0.444059;176.251053;0.840777;54232;5664;0.304358;111.179291;0.021243;1.828207;0.268881;919.818604;0.688008;0.327544;3.283939;0.726726;0.412063;0.606462;3
20017;3465;0.223088;87.721878;0.020951;1.130091;0.455206;167.335083;0.836825;49755;6393;0.297564;110.523956;0.015298;1.842988;0.259822;1108.956177;0.691148;0.318453;3.451195;0.484165;0.402311;0.541999;3
20431;3069;0.252309;81.48542;0.027259;1.025657;0.522918;132.470779;0.848235;60523;6765;0.308887;109.703392;0.016619;1.892186;0.206644;791.874573;0.705076;0.271382;2.769855;0.255006;0.337574;0.453659;3
19314;2457;0.26368;81.501572;0.040204;0.939662;0.545025;94.559845;0.862816;57678;6108;0.307066;111.576866;0.019428;1.862878;0.228879;766.914429;0.70027;0.257191;2.233636;0.731381;0.334859;0.402259;3
18825;2670;0.245674;93.299637;0.033184;1.201064;0.436554;128.931396;0.82261;38809;6762;0.285167;106.123657;0.010666;1.394533;0.394902;1178.392944;0.779431;0.333139;2.775468;0.638357;0.485068;0.394854;3
16625;2253;0.301899;77.643784;0.041158;0.892795;0.555077;84.591797;0.878214;51243;8148;0.301088;108.665588;0.009699;1.813638;0.215268;1050.007935;0.726854;0.25086;2.158046;0.238644;0.324435;0.27651;3
21551;2874;0.248226;86.987686;0.032787;0.973949;0.522373;106.139679;0.860304;57716;11829;0.280108;112.923439;0.005183;1.570072;0.275852;1543.536987;0.76305;0.272274;2.552398;0.260019;0.373397;0.242962;3
25613;3102;0.266544;83.77327;0.033449;0.936693;0.546811;97.428635;0.877401;74716;10479;0.297377;112.805725;0.00855;1.657856;0.244408;1128.4729;0.753312;0.25654;2.454114;0.331977;0.342805;0.296021;3
21942;2361;0.259196;86.568474;0.049465;1.005373;0.498889;93.316376;0.861039;53578;9177;0.27728;111.280449;0.007995;1.447009;0.322006;1269.824951;0.788527;0.289434;2.142468;0.394609;0.409534;0.257274;3
23256;2649;0.234653;83.841904;0.041647;1.034939;0.496007;103.835907;0.859337;56329;8304;0.295156;108.958908;0.010265;1.515477;0.326025;961.930908;0.765736;0.291429;2.344248;0.404656;0.41286;0.319003;3
21184;3492;0.297207;70.495537;0.021831;1.16887;0.435192;66.262047;0.806861;38336;7152;0.293493;70.335419;0.009418;1.188185;0.496224;338.278534;0.793805;0.332267;3.457426;0.25998;0.552588;0.488255;0
22664;2724;0.287162;67.557907;0.038382;0.883845;0.54944;35.155506;0.875129;61118;4911;0.319146;83.40461;0.031845;1.716323;0.310672;288.55658;0.705386;0.25452;2.281407;0.299049;0.370824;0.554673;0
20294;3468;0.283372;65.460014;0.021204;1.011062;0.491961;49.788021;0.853953;46327;4377;0.309751;77.431236;0.030387;1.532891;0.375598;301.048615;0.740062;0.29187;3.259398;0.328054;0.43806;0.792324;0
22348;3309;0.258783;72.575165;0.025648;1.061924;0.44977;47.4478;0.848316;51604;2637;0.32505;82.191399;0.093255;1.633411;0.321548;180.658752;0.726586;0.323532;3.109962;0.153362;0.433067;1.254835;0
19286;3015;0.242363;70.784966;0.026661;1.029669;0.471634;48.250397;0.847561;41663;2490;0.322894;80.770966;0.084443;1.457972;0.400976;233.440628;0.757403;0.307337;2.96752;0.138953;0.462905;1.210843;0
20883;3300;0.259342;73.348198;0.024098;1.031003;0.494097;52.104061;0.844765;50510;4797;0.310858;85.994926;0.027583;1.70125;0.328606;406.229675;0.713994;0.290769;3.072626;0.283012;0.413443;0.68793;0
29526;1848;0.314501;72.853958;0.108645;1.491364;0.256986;50.671593;0.778323;39418;2247;0.327623;64.254829;0.098107;0.73276;0.684934;268.235779;0.886356;0.489912;1.881874;0.560338;0.749049;0.82243;1
20586;1401;0.32905;86.346405;0.131797;1.5724;0.269033;92.101662;0.738138;28509;2775;0.318412;79.09774;0.046523;0.82139;0.647547;596.049683;0.870332;0.475999;1.683894;0.68597;0.722088;0.504865;1
16014;1266;0.327525;72.379631;0.125557;1.637019;0.185729;59.555359;0.73129;19775;1506;0.323899;59.453484;0.109566;0.66764;0.732011;402.975159;0.882632;0.564151;1.878338;0.812114;0.80981;0.840637;1
23389;1530;0.32817;81.73111;0.125556;1.505458;0.278139;57.447334;0.75344;35079;2844;0.321378;80.815956;0.0545;1.041466;0.571119;455.791351;0.828745;0.468239;1.707589;0.557077;0.666752;0.537975;1
22104;1878;0.314321;70.564507;0.078757;1.474741;0.29547;65.762085;0.764317;32971;1887;0.324486;76.115921;0.116359;0.985775;0.589803;309.833801;0.838953;0.45055;2.119639;0.453131;0.670407;0.99523;1
19875;2748;0.237404;59.824207;0.033074;1.105761;0.498009;73.104858;0.812284;47922;5604;0.311828;83.457863;0.019176;1.571452;0.335889;468.364868;0.733761;0.288445;2.617143;0.744288;0.414736;0.490364;3
26787;3759;0.210203;64.975388;0.023823;1.092796;0.496301;79.010811;0.826872;67158;5601;0.310189;85.018227;0.026901;1.688519;0.3028;440.711914;0.710756;0.289881;3.091283;0.506575;0.398865;0.67113;3
