Luas I;Keliling I;Solidity I;Granularity I;Circularity I;Rerata R I;Rerata G I;Rerata B I;Entropi I;Energi I;Kontras I;Homogenitas I;Luas P;Keliling P;Solidity P;Granularity P;Circularity P;Rerata R P;Rerata G P;Rerata B P;Entropi P;Energi P;Kontras P;Homogenitas P;Luas Normal I P;Keliling Normal I;Eccentricity;LI per LP ;KI per KP;Jenis
32911;3753;0.27977;111.474808;0.029363;85.302231;10.982766;70.67263;1.498934;0.389253;229.6931;0.752347;64224;6126;0.306727;115.16275;0.021506;84.794983;60.733181;82.033829;1.424824;0.40141;992.963074;0.758298;0.369737;3.143216;0.860629;0.512441;0.612635;1
36035;5169;0.267962;115.358574;0.016948;114.370491;11.759505;86.800186;1.921275;0.244342;314.129211;0.677705;59912;6240;0.294705;112.348549;0.019335;80.090279;59.613117;78.857346;1.391729;0.412727;891.787781;0.771367;0.496432;4.794991;0.675318;0.601465;0.828365;1
42532;7299;0.245249;109.466576;0.010032;81.167931;7.460489;62.871799;1.340052;0.405307;307.786926;0.790944;96831;9357;0.293606;116.315201;0.013898;105.219055;78.417336;101.92067;1.713953;0.2829;1029.125366;0.719216;0.355055;5.266234;0.331431;0.43924;0.780058;1
28787;5298;0.258128;108.2826;0.012888;83.15274;15.689617;66.394516;1.525407;0.383302;329.155914;0.74492;60259;4698;0.30245;113.990646;0.034309;95.04763;64.709961;92.493469;1.630561;0.32662;783.410522;0.723005;0.371579;4.755835;0.585804;0.477721;1.127714;1
35480;6960;0.257493;116.631653;0.009204;109.148277;16.907734;84.366959;1.881314;0.271395;430.979462;0.674451;59330;5268;0.289488;110.709473;0.026865;74.928482;50.783756;72.98307;1.340906;0.442493;957.966858;0.776209;0.467457;6.31579;0.556655;0.598011;1.321185;1
173430;17721;0.277034;100.325241;0.00694;103.941727;24.279522;111.017799;2.223461;0.169914;272.917603;0.596794;258407;21504;0.311111;105.192635;0.007022;55.807827;41.03796;66.197029;1.263909;0.489362;932.384705;0.787632;0.579944;8.077028;0.826691;0.671151;0.824079;1
164127;10653;0.303178;98.69091;0.018174;121.51313;15.116534;118.349892;2.447176;0.115419;219.521454;0.571136;212895;30981;0.290864;100.444214;0.002787;47.657925;36.050793;52.38121;1.005504;0.588411;1453.672119;0.83017;0.654477;5.315868;0.912039;0.770929;0.343856;1
193470;13647;0.278437;97.262466;0.013054;109.437859;17.599697;109.199593;2.273352;0.154346;197.065521;0.599827;264831;17577;0.309622;98.068398;0.010772;47.311813;34.937344;52.557213;1.032423;0.582706;673.574402;0.832449;0.601444;6.011894;0.938614;0.730541;0.776412;1
156020;13461;0.291124;90.082108;0.01082;101.816414;14.216708;107.72686;2.329228;0.13664;215.518387;0.587531;197273;21264;0.298264;83.275841;0.005483;32.885361;24.35417;36.817066;0.845291;0.665809;1011.906372;0.859999;0.623287;6.723776;0.961893;0.790884;0.633042;1
227613;16731;0.244283;105.248512;0.010218;83.76609;15.553922;90.807404;1.81434;0.28225;152.902435;0.700763;318311;30468;0.266948;94.033157;0.004309;37.980213;29.51721;45.831535;0.890625;0.634784;663.067017;0.859399;0.464422;5.971092;0.95555;0.715065;0.549134;1
126653;7200;0.304144;88.486984;0.030702;107.142761;12.879901;108.664818;2.336218;0.112792;172.625519;0.611489;151710;8874;0.319972;82.111938;0.024209;28.737673;20.556324;32.075294;0.668842;0.732731;650.915466;0.893874;0.659308;4.104903;0.832758;0.834836;0.811359;1
209916;12774;0.266111;104.151817;0.016166;96.328606;16.162777;98.878448;2.123376;0.206147;158.980331;0.642514;291776;24840;0.297808;101.397858;0.005942;43.979843;33.920898;55.709499;1.039889;0.574307;531.483032;0.835535;0.541456;5.126003;0.54885;0.719442;0.514251;1
196435;16788;0.280107;100.419579;0.008759;117.699928;20.048603;111.798409;2.357663;0.14686;252.398376;0.567986;286703;27246;0.305448;107.3396;0.004853;63.24651;45.622009;66.226929;1.277632;0.492487;1098.552368;0.784412;0.609789;7.382586;0.93356;0.685152;0.616164;1
180051;9621;0.299616;93.276894;0.024444;114.664719;13.993825;123.469124;2.43105;0.099864;164.877441;0.600626;215879;13647;0.295302;84.016838;0.014566;28.441074;21.766937;34.42646;0.688436;0.717687;540.962219;0.893142;0.679622;4.665858;0.799522;0.834037;0.70499;1
225458;15000;0.292291;103.749237;0.012592;119.98024;26.708069;118.146179;2.334023;0.137789;202.95137;0.576523;314967;25965;0.29565;104.643677;0.005871;53.138145;38.082249;62.491741;1.169418;0.519535;768.347656;0.812922;0.623053;6.213753;0.580163;0.715815;0.577701;1
225198;24168;0.273007;91.142029;0.004845;88.953812;18.984161;94.960686;2.097389;0.186195;190.603867;0.623206;331857;25914;0.299753;93.95723;0.00621;46.95488;34.580765;55.483154;1.219299;0.514993;689.532349;0.809726;0.560717;9.51496;0.803629;0.6786;0.932623;1
159263;11088;0.288385;87.722679;0.016279;106.991806;14.652264;105.954552;2.440163;0.112794;180.74176;0.582162;181294;12153;0.303294;70.57859;0.015425;21.318865;15.348625;24.138344;0.571592;0.778676;481.896454;0.908128;0.658035;5.634146;0.892908;0.878479;0.912367;1
159666;11436;0.296822;93.771767;0.015342;116.910988;23.476715;107.478195;2.469447;0.108702;192.907394;0.555536;177195;19089;0.285993;76.754417;0.006111;26.036894;18.411261;28.553165;0.660336;0.737725;547.906738;0.895713;0.663798;5.828746;0.877583;0.901075;0.599088;1
135787;9258;0.297841;84.517502;0.019908;96.861191;11.769561;95.732651;2.253565;0.137062;153.262512;0.623793;161808;13689;0.303646;72.980553;0.010851;22.572796;17.367573;27.711792;0.631315;0.742521;521.052185;0.90086;0.624739;4.857293;0.427101;0.839186;0.676309;1
159532;11367;0.291234;91.103844;0.015516;112.466827;16.184666;113.582817;2.39697;0.12022;198.674149;0.58235;195909;12186;0.310032;83.334244;0.016578;33.049774;22.979145;33.90937;0.746165;0.704687;742.892517;0.879528;0.647173;5.723565;0.887486;0.814317;0.932792;1
238945;15480;0.283198;100.624809;0.01253;106.390739;13.793464;109.493843;2.202104;0.161688;180.440414;0.626954;315869;21960;0.29593;92.238869;0.008231;36.665634;27.02346;46.040562;0.902741;0.623572;568.693542;0.857086;0.59296;6.080126;0.581459;0.756469;0.704918;1
271013;29928;0.267243;103.575752;0.003802;116.429398;26.991526;120.598618;2.405813;0.136222;323.063232;0.564215;392234;40572;0.305948;107.79187;0.002994;56.292976;41.348103;67.71669;1.27189;0.486595;1143.731445;0.78593;0.622332;11.217391;0.543527;0.690947;0.737652;1
136104;6210;0.311561;78.763031;0.04435;102.137085;8.846543;86.25071;2.327465;0.111365;123.704475;0.600874;158529;16653;0.301565;75.734993;0.007183;26.412033;19.339338;28.16773;0.658102;0.743093;792.277588;0.893949;0.662336;3.419604;0.711834;0.858543;0.372906;1
159963;8226;0.297587;87.278976;0.029707;103.601837;8.72798;102.269913;2.303181;0.118188;146.295059;0.626236;197084;18414;0.298945;89.490204;0.007304;32.919331;25.962465;40.168381;0.807793;0.673478;627.468384;0.871697;0.651766;4.150353;0.82794;0.811649;0.446725;1
107680;6522;0.305592;76.33062;0.031811;99.348152;9.92494;94.232712;2.347554;0.099186;149.672226;0.617563;125982;7971;0.311134;70.850716;0.024917;23.028154;16.957996;26.050789;0.620228;0.755463;490.208649;0.901232;0.680056;4.096734;0.886867;0.854725;0.818216;1
195809;20535;0.269937;97.803291;0.005835;96.184334;22.351755;100.892082;2.123491;0.191805;227.116837;0.629959;273649;26523;0.298329;90.974091;0.004888;39.017517;29.941095;48.47855;1.03619;0.578195;704.119507;0.835762;0.554819;8.635407;0.691399;0.715548;0.774234;1
114261;4803;0.31598;82.784416;0.062242;111.407555;8.356533;90.827591;2.36145;0.092542;107.379257;0.630488;114579;14055;0.288537;63.481571;0.007289;16.661503;12.556364;18.288334;0.430242;0.832787;495.549652;0.933;0.692491;2.946626;0.784718;0.997225;0.341729;1
141312;4881;0.322394;78.703949;0.074537;103.713509;6.958992;96.260544;2.327591;0.091759;83.686684;0.63659;156044;15453;0.304855;71.213867;0.008212;21.851547;16.984533;23.675789;0.528549;0.790301;591.282043;0.919353;0.694503;2.702658;0.825713;0.905591;0.315861;1
207512;14289;0.297178;91.416595;0.012772;108.27108;26.537514;121.391792;2.336817;0.112851;183.919235;0.581101;276263;18750;0.310953;91.175652;0.009875;40.305714;31.065334;47.789654;0.985838;0.594738;662.321289;0.84919;0.658367;6.361977;0.903822;0.751139;0.76208;1
182097;10398;0.288941;88.285072;0.021165;104.346268;10.125184;90.494263;2.236544;0.135732;150.125412;0.637715;210723;21003;0.280099;78.946991;0.006003;27.054392;20.034782;30.959757;0.693641;0.726822;567.641846;0.891223;0.626872;4.82282;0.79713;0.864153;0.495072;1
183129;11988;0.298072;92.310387;0.016013;101.893654;12.806611;100.456627;2.240429;0.155701;171.302765;0.620876;218668;16461;0.296001;76.750839;0.010141;25.473526;19.227772;29.391262;0.648572;0.741477;499.927673;0.897773;0.599961;5.409747;0.576178;0.837475;0.728267;1
84471;4002;0.317566;77.776573;0.066277;94.909241;6.837992;81.068367;2.187131;0.112371;131.210205;0.665151;99330;7614;0.310971;82.676506;0.021531;28.918091;21.481138;32.099308;0.655382;0.738021;555.458618;0.896124;0.661397;2.798601;0.959803;0.850408;0.525611;1
136747;5484;0.314817;74.8386;0.057139;87.097557;6.098881;72.61219;2.099382;0.129593;89.400414;0.698346;149729;16035;0.290139;71.631165;0.007318;22.121361;16.88027;24.268692;0.55062;0.783656;506.013733;0.91419;0.637242;2.957929;0.869904;0.913297;0.342002;1
148377;7056;0.308812;83.100388;0.037451;107.95594;11.14843;99.891479;2.3744;0.103457;130.138641;0.602621;175583;13380;0.296636;77.419144;0.012325;26.60181;20.355232;30.68327;0.688582;0.726652;557.345154;0.891426;0.674061;3.757189;0.810704;0.845053;0.527354;1
178705;22527;0.255632;98.858559;0.004425;89.557549;22.587217;89.762581;1.992868;0.235771;256.655823;0.65004;266137;31860;0.276328;99.258911;0.003295;50.23513;38.29417;59.038151;1.213688;0.510173;894.745789;0.801622;0.505855;9.433417;0.727872;0.671477;0.707062;1
212913;16149;0.299834;94.69088;0.010259;113.913956;17.76816;123.143402;2.429822;0.116897;235.752533;0.553591;257241;18381;0.318773;81.239922;0.009568;28.666946;20.765844;31.942793;0.684972;0.726284;942.718994;0.886947;0.651908;7.064304;0.873923;0.827679;0.87857;1
240128;14973;0.287966;94.202522;0.01346;111.137367;14.989167;108.723022;2.285704;0.136584;180.398254;0.603135;315592;22932;0.308876;93.21566;0.007541;41.841274;30.053932;47.000042;0.960376;0.609728;784.053406;0.848402;0.625171;6.022928;0.688632;0.760881;0.65293;1
217738;14523;0.27065;100.658684;0.012973;106.515015;16.70793;106.114418;2.23615;0.173452;193.565979;0.609156;335402;52014;0.301693;112.919235;0.001558;70.166496;51.948273;78.317398;1.40586;0.426999;1668.991333;0.76312;0.578372;5.913274;0.574405;0.649185;0.279213;1
159623;8586;0.297695;83.951637;0.02721;95.295258;9.83142;95.902344;2.338358;0.118787;123.475456;0.60306;173428;19056;0.295448;66.480186;0.006002;17.580784;13.609998;21.872595;0.539275;0.791393;485.005219;0.913805;0.650484;4.327621;0.824688;0.920399;0.450567;1
228813;21696;0.247685;101.7733;0.006108;94.562744;16.77585;87.79847;1.94128;0.253359;200.853409;0.666993;360144;46197;0.276513;105.697411;0.002121;62.083374;46.210674;65.466705;1.287576;0.484839;1252.334839;0.790285;0.49076;7.935626;0.95004;0.635338;0.469641;1
46368;3429;0.311506;71.777618;0.049556;104.373238;8.156263;48.766422;2.173223;0.093627;144.093948;0.642734;36939;12246;0.235412;48.850182;0.003095;13.255054;8.896379;12.658834;0.395482;0.843996;370.599243;0.934504;0.689139;3.303468;0.829227;1.255259;0.28001;1
63428;3009;0.320577;68.190941;0.088033;106.114075;5.054931;52.465237;2.13324;0.07768;83.915237;0.68092;57936;14346;0.255446;53.032124;0.003538;15.504402;10.874621;14.535036;0.41535;0.830003;373.80542;0.936893;0.721511;2.5371;0.89364;1.094794;0.209745;1
62808;2982;0.322058;73.287247;0.088758;112.662071;5.043416;59.839268;2.111146;0.083888;90.757668;0.677615;63271;9201;0.297152;45.960678;0.009392;11.723393;7.908095;11.295579;0.342175;0.864289;274.461884;0.944921;0.709743;2.505882;0.750762;0.992682;0.324095;1
73710;4020;0.318475;72.335312;0.057317;115.432426;5.164515;57.348114;2.163132;0.075378;103.166267;0.657223;72951;17439;0.260515;66.219757;0.003014;27.585642;17.52619;25.22616;0.691008;0.70625;381.521881;0.89365;0.724351;3.15047;0.887549;1.010404;0.230518;1
65900;3507;0.319;74.838005;0.067332;113.496483;4.755004;57.730186;2.152804;0.08489;110.737335;0.670402;63787;14355;0.261147;62.358063;0.00389;22.336613;15.869658;20.611107;0.561032;0.76663;466.773468;0.913451;0.706142;2.869885;0.87777;1.033126;0.244305;1
65883;4050;0.313886;77.938332;0.050475;107.967484;4.826065;53.270145;2.011794;0.112275;104.896225;0.679672;67704;17967;0.256105;68.043266;0.002636;29.747587;20.468834;27.523445;0.751959;0.683404;419.815735;0.888174;0.662354;3.209192;0.681791;0.973104;0.225413;1
69263;5103;0.284048;87.786392;0.033424;100.935722;12.442856;69.190002;1.991696;0.179086;130.570145;0.674612;88471;7026;0.293197;68.414543;0.022521;29.639259;20.107225;27.139565;0.72551;0.688881;427.378815;0.888677;0.570808;3.660689;0.566877;0.782889;0.726302;1
40736;5637;0.287592;67.208206;0.01611;72.877045;17.441172;42.370701;1.933951;0.196342;134.648926;0.647983;56153;12132;0.287747;77.421028;0.004794;47.15424;34.532791;43.918968;1.225559;0.502343;580.529114;0.790401;0.546697;5.162088;0.723823;0.725447;0.464639;1
39531;8232;0.239953;71.022301;0.007331;62.834198;16.344559;36.394722;1.665238;0.295326;179.958435;0.700341;50578;14280;0.270728;73.681;0.003117;38.378822;24.47739;34.566444;1.055914;0.584984;518.445679;0.815162;0.444208;6.894473;0.71399;0.781585;0.576471;1
30733;5217;0.273752;59.752174;0.01419;51.016953;13.551668;28.355423;1.575942;0.312447;113.19677;0.728671;35643;12357;0.217792;70.112274;0.002933;37.413666;24.987663;34.308968;1.056981;0.574634;442.723816;0.825872;0.431322;4.884831;0.378485;0.862245;0.42219;1
38144;5448;0.265503;67.86731;0.01615;54.212502;13.157865;31.662258;1.504102;0.35689;111.491966;0.738725;62181;14733;0.257975;84.185318;0.0036;56.085167;39.104862;50.385994;1.371461;0.454006;592.888855;0.767556;0.39478;4.379421;0.600762;0.613435;0.369782;1
33249;4098;0.28359;70.536705;0.02488;56.875549;13.838351;31.014072;1.479319;0.354061;98.637589;0.744472;43914;13755;0.249174;79.689514;0.002917;45.346748;31.4408;40.538109;1.125473;0.547112;486.778168;0.813683;0.398211;3.544983;0.304953;0.757139;0.297928;1
32970;4581;0.285425;63.110016;0.019743;63.185425;13.944301;33.871643;1.871678;0.227039;133.398804;0.664315;37869;12162;0.239826;74.024292;0.003217;41.289379;27.309763;36.842228;1.1089;0.555326;498.757446;0.813448;0.513391;4.517752;0.43141;0.870633;0.376665;1
62349;10317;0.264193;69.679253;0.007361;71.181618;16.176485;38.490795;1.88871;0.221195;150.533829;0.654971;75031;26361;0.248535;77.813675;0.001357;45.676926;32.039375;41.540733;1.211178;0.522404;563.128235;0.792478;0.519359;7.443723;0.617363;0.830977;0.391374;1
42107;4911;0.289038;62.290405;0.021939;64.731117;14.371699;33.827526;1.871101;0.211756;104.370583;0.664884;41464;16626;0.220654;68.131393;0.001885;33.539806;23.503597;30.947586;0.946786;0.617449;465.012054;0.844246;0.531412;4.361456;0.803167;1.015507;0.295381;1
38563;4602;0.284055;63.607727;0.022882;63.335354;11.529124;30.843906;1.846111;0.231415;106.634979;0.662256;38400;16122;0.202904;72.20591;0.001857;37.477806;27.263557;35.137718;1.013036;0.588642;463.271393;0.833974;0.510167;4.183636;0.829701;1.004245;0.285448;1
29464;3300;0.2841;54.811771;0.034;48.247147;12.517991;26.559917;1.590818;0.297824;73.166138;0.72586;33565;11856;0.225785;68.957924;0.003001;36.648563;26.077015;34.38187;1.045699;0.576875;455.610779;0.829155;0.446769;3.210117;0.504087;0.877819;0.27834;1
36700;4686;0.276835;67.564034;0.021003;70.500168;13.460451;37.934593;1.926728;0.211613;133.321671;0.64931;49467;11274;0.276694;78.225349;0.004891;47.346378;31.487978;42.296848;1.216997;0.510724;446.602142;0.792477;0.5306;4.4375;0.544418;0.741909;0.415647;1
34425;5802;0.276466;62.914627;0.012851;66.177162;17.483248;36.543243;1.92351;0.199801;159.343292;0.654569;36463;14412;0.216682;73.450195;0.002206;40.187469;28.05617;36.634205;1.098074;0.558951;596.513184;0.818904;0.539966;5.744555;0.905003;0.944108;0.402581;1
45588;5955;0.277593;63.255432;0.016155;63.263794;13.018935;34.848114;1.851492;0.230212;115.136765;0.66563;62098;16560;0.269976;77.809654;0.002846;48.095608;35.36739;45.013508;1.249833;0.494394;586.711304;0.793586;0.511392;4.979097;0.531157;0.73413;0.359601;1
35806;4932;0.268971;66.826546;0.018498;55.384987;13.380206;33.22958;1.507241;0.337202;105.486473;0.733874;68432;11706;0.278879;87.994469;0.006276;73.0485;52.515949;68.037041;1.701199;0.326819;508.618927;0.707801;0.411488;4.179661;0.398779;0.523235;0.421322;1
40126;5631;0.278363;64.999695;0.015902;61.056736;13.643925;34.846054;1.770272;0.261506;126.051819;0.683792;67215;12243;0.289822;84.673973;0.005635;67.079124;50.971588;62.512337;1.552768;0.357456;451.615326;0.743168;0.479185;4.862694;0.643639;0.59698;0.459936;1
39744;5409;0.28338;60.525913;0.017071;61.465324;12.983422;33.255486;1.888179;0.21794;120.71582;0.664707;45281;13776;0.249186;68.648926;0.002998;35.092613;24.674095;32.166668;0.978038;0.602113;410.944885;0.84193;0.523726;4.899457;0.833719;0.877719;0.392639;1
49509;7083;0.280534;72.043884;0.012401;78.504074;19.659798;44.056614;1.937789;0.194568;142.963608;0.643972;49024;15003;0.242062;60.031368;0.002737;23.856012;15.628243;21.462906;0.6994;0.717426;496.287292;0.884345;0.548528;5.892679;0.672905;1.009893;0.472106;1
34726;5034;0.279956;68.764648;0.01722;72.284813;16.013947;37.712475;1.9045;0.208989;138.403336;0.64968;31988;12141;0.229359;59.972099;0.002727;24.273134;15.655034;21.912689;0.719292;0.709955;405.333679;0.879976;0.532199;4.925636;0.836487;1.085595;0.414628;1
32878;4239;0.27345;64.610321;0.022993;58.505135;13.584713;30.095505;1.665782;0.280908;111.890762;0.705868;34318;13539;0.213532;71.775513;0.002353;37.739799;26.076349;34.304626;1.029913;0.583943;525.191101;0.828539;0.461355;3.969101;0.669491;0.95804;0.313096;1
31763;4179;0.286099;59.267239;0.022855;43.101067;10.525955;25.53528;1.323746;0.412633;79.391357;0.772522;61488;11052;0.271585;83.449478;0.006326;61.668526;42.930611;56.567081;1.5235;0.394481;490.455933;0.741634;0.351341;3.47093;0.627726;0.516572;0.378122;1
31759;4563;0.26767;67.020927;0.019168;52.914677;9.331325;26.887709;1.490731;0.364734;105.684364;0.738674;49363;14973;0.247266;85.429443;0.002767;60.528961;42.925999;55.694984;1.448773;0.417625;547.328247;0.755978;0.388271;3.988636;0.67669;0.643377;0.304749;1
26596;3183;0.281296;60.856335;0.032988;56.176125;13.258439;30.431065;1.669049;0.274813;92.201378;0.702871;30033;10641;0.238221;68.589592;0.003333;33.503078;23.514118;31.130995;0.951606;0.618351;510.340424;0.840239;0.467581;3.336478;0.387434;0.885559;0.299126;1
40543;5982;0.274163;67.427414;0.014237;57.170029;12.177623;31.451126;1.610319;0.321561;115.819267;0.715018;50584;15606;0.252949;73.102051;0.00261;36.733818;25.363468;33.429802;0.983106;0.608483;595.38623;0.834574;0.424659;4.839806;0.700355;0.801498;0.383314;1
37443;3933;0.294377;66.762573;0.030418;69.126289;12.946546;36.57021;1.865547;0.219438;98.270943;0.65975;39212;11007;0.261236;56.856785;0.004067;21.161007;14.140771;18.723629;0.635514;0.746071;427.031921;0.894372;0.523268;3.675701;0.624875;0.954886;0.357318;1
40242;6087;0.277901;68.495926;0.013648;77.027847;15.836597;43.099892;2.038126;0.178833;157.463318;0.618881;48670;12342;0.266148;69.601517;0.004015;35.031406;23.586037;32.21785;0.9852;0.604354;516.000305;0.833411;0.565451;5.699438;0.76586;0.826834;0.493194;1
31465;6339;0.261646;71.116951;0.00984;66.563583;17.861786;39.244789;1.736862;0.264336;188.216614;0.687509;44752;11691;0.271279;78.063187;0.004115;46.245197;30.586632;41.476498;1.239362;0.51126;771.326233;0.783417;0.47271;6.142442;0.908255;0.703097;0.542212;1
29779;4824;0.273845;62.923817;0.016081;56.447411;12.691537;30.375795;1.691192;0.285472;127.777794;0.698447;36511;12390;0.247707;71.037674;0.002989;37.709553;24.895447;34.300343;1.058971;0.576305;450.196198;0.820812;0.455392;4.710938;0.388874;0.815617;0.389346;1
34847;5286;0.285278;67.960449;0.015672;69.798119;16.252388;38.652508;1.891801;0.216911;150.454956;0.656874;38518;13770;0.250187;69.017525;0.002553;31.906897;21.395117;28.923964;0.879136;0.647104;585.312317;0.852439;0.523543;5.122093;0.639344;0.904694;0.383878;1
39297;5589;0.273998;66.317574;0.015809;61.914806;12.777199;33.862564;1.77248;0.263463;134.51152;0.685569;45619;13479;0.257739;66.445862;0.003155;29.915049;19.939234;26.903393;0.858533;0.660322;572.463257;0.852777;0.477108;4.868467;0.99071;0.861417;0.414645;1
37926;5961;0.262391;67.080391;0.013412;67.214622;15.58056;37.645348;1.863777;0.230731;136.151733;0.666451;43578;12477;0.249536;68.275467;0.003518;32.484859;22.485411;30.042843;0.925233;0.632385;468.515137;0.843365;0.509046;5.458791;0.643225;0.870302;0.477759;1
31999;3096;0.306742;57.715229;0.041951;68.872711;12.045806;32.701851;2.043612;0.153323;85.850815;0.617042;23423;11478;0.182657;60.521355;0.002234;25.830225;19.289429;24.587992;0.804473;0.680584;501.546875;0.871755;0.600221;3.350649;0.686673;1.366136;0.269733;1
53225;7944;0.277717;68.291451;0.010599;62.794231;14.293763;32.657658;1.718758;0.276053;114.903526;0.69102;59973;24228;0.201958;76.231125;0.001284;43.176262;32.125633;39.54797;1.112065;0.547471;533.660889;0.819901;0.465885;5.858407;0.725566;0.887483;0.327885;1
38425;7836;0.246656;66.940697;0.007864;55.393589;13.650705;33.006355;1.567297;0.333404;145.667038;0.725335;52787;11529;0.281441;70.688354;0.004991;35.923504;23.520624;32.953842;1.012069;0.599376;489.694916;0.826411;0.411896;6.412438;0.457658;0.727925;0.679677;1
23779;3882;0.314487;44.721802;0.019829;26.309551;6.686291;15.024362;0.960961;0.538511;43.314426;0.841665;45957;15489;0.248713;62.772163;0.002407;40.119751;27.063599;34.648014;1.275343;0.470208;399.446075;0.781827;0.260119;3.208264;0.824598;0.517418;0.250629;2
21957;5103;0.278204;81.972008;0.010596;76.905487;22.968824;57.854397;1.626653;0.266071;222.275299;0.711563;28965;2013;0.323364;60.871521;0.089825;25.369104;14.279053;22.867046;0.721678;0.689394;448.583923;0.879541;0.470776;5.90625;0.883763;0.758053;2.535022;2
20033;6084;0.244379;84.115311;0.006801;75.103363;23.497892;56.227985;1.62833;0.286513;338.404755;0.713964;34107;3801;0.31079;82.828606;0.029666;54.940498;33.9519;49.897285;1.343602;0.435256;745.990417;0.775419;0.446936;7.174528;0.905661;0.587357;1.600631;2
20892;5355;0.272212;70.743759;0.009155;50.602531;5.728764;21.880667;1.255283;0.416741;168.94429;0.809712;27004;7464;0.250259;72.834122;0.006091;43.990623;24.841185;37.274456;1.104096;0.511953;293.447937;0.819395;0.343122;5.420041;0.389209;0.773663;0.717444;2
4086;4041;0.205213;40.720879;0.003144;10.25199;3.624363;7.962394;0.289018;0.868798;164.375107;0.951562;46874;4797;0.313597;86.434639;0.025598;110.958733;68.871536;100.163773;2.225696;0.127143;605.409668;0.59366;0.059789;3.863289;0.120369;0.08717;0.842402;2
6368;6165;0.216466;51.793503;0.002105;17.656754;6.164246;12.618983;0.47016;0.78012;227.237976;0.919491;35815;5466;0.283881;87.326073;0.015064;84.233032;49.305359;70.975494;1.849686;0.242391;710.536072;0.662672;0.104393;6.239879;0.434786;0.177803;1.127881;2
16454;6330;0.229917;83.626564;0.00516;70.660774;22.645357;53.723331;1.467209;0.314677;378.9823;0.726866;27924;1941;0.323734;76.556824;0.09314;48.850986;26.976456;42.848827;1.232364;0.465135;705.402527;0.776908;0.417911;7.972292;0.218323;0.589242;3.261206;2
19815;4629;0.27199;81.064972;0.011621;80.15329;23.324108;54.871693;1.72691;0.236798;224.209106;0.689116;26605;3216;0.312298;61.880962;0.032325;28.332981;16.656134;24.477175;0.833272;0.640493;592.239868;0.854359;0.498115;5.800752;0.986267;0.744785;1.439366;2
26681;4764;0.30147;54.40337;0.014773;28.66559;8.39885;18.679886;0.84503;0.60182;60.129814;0.862678;47982;19596;0.238183;65.443718;0.00157;30.674408;23.139318;27.255081;0.884034;0.62809;1104.088013;0.846064;0.219056;3.412607;0.594964;0.556063;0.243111;2
20744;3138;0.291303;56.953976;0.026473;33.521523;9.08149;18.540163;0.995456;0.539685;59.114147;0.83804;34848;15003;0.229176;77.896347;0.001946;47.002907;36.742954;42.77055;1.128688;0.508045;720.010315;0.808249;0.259865;2.73822;0.441587;0.595271;0.209158;2
28246;4926;0.229045;52.704205;0.014628;30.367451;9.024424;18.943987;0.962869;0.550877;59.43845;0.845175;53680;20817;0.235405;72.425835;0.001557;41.769001;32.412525;38.481632;1.141683;0.522388;934.561707;0.804452;0.25242;3.676119;0.540816;0.526192;0.236634;2
24120;4500;0.279974;57.973804;0.014968;32.910107;8.435469;18.635311;0.956636;0.560094;67.534859;0.840969;45566;20679;0.226274;76.551178;0.001339;46.807777;36.053539;42.41951;1.219267;0.490037;1036.056152;0.78358;0.245466;3.588517;0.486494;0.529342;0.217612;2
21524;6585;0.255154;48.483051;0.006238;23.597948;7.468576;14.113116;0.764564;0.638385;71.270012;0.876193;46560;22116;0.216675;71.706276;0.001196;43.746212;33.015583;39.687668;1.231645;0.487947;912.35968;0.788266;0.193523;4.936282;0.404514;0.462285;0.297748;2
21983;4497;0.278873;53.420315;0.01366;26.028589;7.179176;15.179748;0.773914;0.642257;61.248653;0.874983;51964;20106;0.243969;80.605698;0.001615;53.191628;41.171307;48.253422;1.304159;0.45325;888.020813;0.774741;0.193317;3.326183;0.347863;0.423043;0.223665;2
14006;8955;0.192087;83.568962;0.002195;51.472427;18.370687;40.281063;1.1065;0.490842;545.334229;0.800388;33697;2271;0.322046;94.188942;0.082104;75.373093;39.867748;66.144112;1.592646;0.335651;866.505188;0.71392;0.276427;9.927938;0.312265;0.415645;3.943197;2
17103;6300;0.235306;97.878937;0.005415;78.443687;25.416323;60.056496;1.507967;0.346652;475.994171;0.722773;28433;2637;0.3203;89.690025;0.051382;53.189026;30.741484;46.402664;1.187836;0.509354;979.005493;0.78975;0.392631;7.535885;0.573332;0.601519;2.389079;2
23561;6411;0.259952;96.380341;0.007204;93.00267;28.312485;66.454872;1.784665;0.248024;403.923279;0.673415;32413;2928;0.316778;80.077866;0.04751;39.181446;21.501007;32.589718;0.908813;0.615714;767.264526;0.841379;0.484595;7.268707;0.790099;0.7269;2.189549;2
21791;3993;0.283682;99.355522;0.017175;99.24025;26.949015;69.959747;1.835379;0.23626;281.582733;0.669743;28058;2685;0.317934;71.955299;0.048908;29.276384;17.922625;25.30533;0.714876;0.703061;747.771912;0.876657;0.501808;4.776316;0.635151;0.776641;1.487151;2
9570;6600;0.207858;66.734749;0.002761;30.256725;10.757511;21.697657;0.690639;0.662541;294.744965;0.88254;34804;3120;0.309798;86.720818;0.044929;78.656738;43.509022;65.089806;1.6748;0.27647;552.190247;0.700196;0.170936;6.947369;0.183964;0.274968;2.115385;2
